	filename	positive_pair	negative_pair	scene_label
578	vocal_imitations/00579_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/031_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/113_112Music_Musical instrument_Percussion_Mallet percussion_Marimba_xylophone.wav	030A
579	vocal_imitations/00580_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/031_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/433_131-piano-acoustic_instruments.wav	030A
580	vocal_imitations/00581_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/031_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/152_151Sounds of things_Alarm_Buzzer.wav	030A
581	vocal_imitations/00582_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/031_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/512_210-trombone-acoustic_instruments.wav	030A
582	vocal_imitations/00583_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/031_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/254_253Sounds of things_Vehicle_Boat_Water vehicle_Sailboat_sailing ship.wav	030A
583	vocal_imitations/00584_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/031_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/375_073-firecrackers_sounding-everyday.wav	030A
584	vocal_imitations/00585_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/031_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/207_206Sounds of things_Engine_Medium engine (mid frequency).wav	030A
585	vocal_imitations/00586_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/031_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/480_178-subsynth_2217-single_synthesizer.wav	030A
586	vocal_imitations/00587_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/031_030Animal_Wild animals_Snake_Rattle.wav	sound_recordings/537_235-woman_screaming-everyday.wav	030A
587	vocal_imitations/00662_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/164_163Sounds of things_Alarm_Telephone_Ringtone.wav	035H
588	vocal_imitations/00663_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/129_128Music_Musical instrument_Plucked string instrument_Zither.wav	035H
589	vocal_imitations/00664_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/477_175-subsynth_2208-single_synthesizer.wav	035H
590	vocal_imitations/00665_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/175_174Sounds of things_Domestic sounds_home sounds_Cutlery_silverware.wav	035H
591	vocal_imitations/00666_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/396_094-ice_synth-commercial_synthesizers.wav	035H
592	vocal_imitations/00667_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/498_196-subsynth_9879-single_synthesizer.wav	035H
593	vocal_imitations/00668_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/272_271Sounds of things_Vehicle_Non_motorized land vehicle_Bicycle_Bicycle bell.wav	035H
594	vocal_imitations/00669_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/257_256Sounds of things_Vehicle_Motor vehicle (road)_Car_Car alarm.wav	035H
595	vocal_imitations/00670_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/345_043-coin_dropping-everyday.wav	035H
596	vocal_imitations/00671_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/073_072Human sounds_Whistling_Wolf_whistling.wav	035H
597	vocal_imitations/00672_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/234_233Sounds of things_Mechanisms_Mechanical fan.wav	035H
598	vocal_imitations/00673_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/307_005-alien_discovery-commercial_synthesizers.wav	035H
599	vocal_imitations/00674_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/493_191-subsynth_5297-single_synthesizer.wav	035H
600	vocal_imitations/00675_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/495_193-subsynth_5940-single_synthesizer.wav	035H
601	vocal_imitations/00676_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/021_020Animal_Wild animals_Bird_Bird vocalization_bird call_bird song_Chirp_tweet.wav	035H
602	vocal_imitations/00677_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/531_229-whip_cracking-everyday.wav	035H
603	vocal_imitations/00678_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	sound_recordings/471_169-subsynth_2078-single_synthesizer.wav	035H
604	vocal_imitations/00679_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/532_230-whistle_whistling-everyday.wav	036H
605	vocal_imitations/00680_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/119_118Music_Musical instrument_Plucked string instrument_Banjo.wav	036H
606	vocal_imitations/00681_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/496_194-subsynth_8074-single_synthesizer.wav	036H
607	vocal_imitations/00682_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/456_154-spacecraft_engine-commercial_synthesizers.wav	036H
608	vocal_imitations/00683_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/276_275Sounds of things_Vehicle_Rail transport_Train wheels squealing.wav	036H
609	vocal_imitations/00684_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/172_171Sounds of things_Domestic sounds_home sounds_Chopping (food).wav	036H
610	vocal_imitations/00685_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/407_105-metaloid-commercial_synthesizers.wav	036H
611	vocal_imitations/00686_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	036H
612	vocal_imitations/00687_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/259_258Sounds of things_Vehicle_Motor vehicle (road)_Car_Power windows_electric windows.wav	036H
613	vocal_imitations/00688_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/060_059Human sounds_Human voice_Shout_Children shouting.wav	036H
614	vocal_imitations/00689_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/227_226Sounds of things_Liquid_Stir.wav	036H
615	vocal_imitations/00690_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/132_131Music_Musical instrument_Theremin.wav	036H
616	vocal_imitations/00691_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/505_203-telephone_ringing-everyday.wav	036H
617	vocal_imitations/00692_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/390_088-harp_playing-everyday.wav	036H
618	vocal_imitations/00693_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/064_063Human sounds_Human voice_Wail_moan.wav	036H
619	vocal_imitations/00694_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/131_130Music_Musical instrument_Singing bowl.wav	036H
620	vocal_imitations/00695_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/529_227-water_pouring-everyday.wav	036H
621	vocal_imitations/00696_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/037_036Human sounds_Digestive_Burping_eructation.wav	sound_recordings/255_254Sounds of things_Vehicle_Boat_Water vehicle_Ship.wav	036H
622	vocal_imitations/00697_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/133_132Music_Musical instrument_Wind instrument_woodwind instrument_Bassoon.wav	037H
623	vocal_imitations/00698_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/398_096-lawn_mower_starting-everyday.wav	037H
624	vocal_imitations/00699_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/207_206Sounds of things_Engine_Medium engine (mid frequency).wav	037H
625	vocal_imitations/00700_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/447_145-saw_sawing-everyday.wav	037H
626	vocal_imitations/00701_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/233_232Sounds of things_Mechanisms_Gears.wav	037H
627	vocal_imitations/00702_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/488_186-subsynth_374-single_synthesizer.wav	037H
628	vocal_imitations/00703_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/502_200-tambourine-acoustic_instruments.wav	037H
629	vocal_imitations/00704_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/435_133-pig_oinking-everyday.wav	037H
630	vocal_imitations/00705_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/011_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	037H
631	vocal_imitations/00706_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/527_225-water_draining-everyday.wav	037H
632	vocal_imitations/00707_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/513_211-truck_accelerating-everyday.wav	037H
633	vocal_imitations/00708_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/244_243Sounds of things_Tools_Hammer.wav	037H
634	vocal_imitations/00709_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/167_166Sounds of things_Alarm_Vehicle horn_car horn_honking_Toot.wav	037H
635	vocal_imitations/00710_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/517_215-typewriter_typing-everyday.wav	037H
636	vocal_imitations/00711_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/245_244Sounds of things_Tools_Jackhammer.wav	037H
637	vocal_imitations/00712_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/510_208-train_passing-everyday.wav	037H
638	vocal_imitations/00713_037Human sounds_Digestive_Fart.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	sound_recordings/026_025Animal_Wild animals_Insect_Bee_wasp_etc_Buzz.wav	037H
639	vocal_imitations/00714_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/484_182-subsynth_2447-single_synthesizer.wav	038H
640	vocal_imitations/00715_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/250_249Sounds of things_Vehicle_Aircraft_Fixed_wing aircraft_airplane.wav	038H
641	vocal_imitations/00716_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/390_088-harp_playing-everyday.wav	038H
642	vocal_imitations/00717_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/542_240-zipper_opening-everyday.wav	038H
643	vocal_imitations/00718_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	038H
644	vocal_imitations/00719_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/522_220-viola_plucked-acoustic_instruments.wav	038H
645	vocal_imitations/00720_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/423_121-paper_tearing-everyday.wav	038H
646	vocal_imitations/00721_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/078_077Music_Musical instrument_Bell_Church bell.wav	038H
647	vocal_imitations/00722_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/358_056-dark_attack_bass-commercial_synthesizers.wav	038H
648	vocal_imitations/00723_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	038H
649	vocal_imitations/00724_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/155_154Sounds of things_Alarm_Fire alarm.wav	038H
650	vocal_imitations/00725_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/271_270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps.wav	038H
651	vocal_imitations/00726_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/439_137-pullchain_lightswitch_switching-everyday.wav	038H
652	vocal_imitations/00727_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/265_264Sounds of things_Vehicle_Motor vehicle (road)_Emergency vehicle_Police car (siren).wav	038H
653	vocal_imitations/00728_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/193_192Sounds of things_Domestic sounds_home sounds_Typing_Computer keyboard.wav	038H
654	vocal_imitations/00729_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/353_051-crotale-acoustic_instruments.wav	038H
655	vocal_imitations/00730_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/468_166-subsynth_2039-single_synthesizer.wav	038H
656	vocal_imitations/00731_038Human sounds_Digestive_Gargling.wav	sound_recordings/039_038Human sounds_Digestive_Gargling.wav	sound_recordings/217_216Sounds of things_Glass_Shatter.wav	038H
657	vocal_imitations/00732_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	039H
658	vocal_imitations/00733_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/339_037-child_coughing-everyday.wav	039H
659	vocal_imitations/00734_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/247_246Sounds of things_Tools_Sanding.wav	039H
660	vocal_imitations/00735_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/316_014-bass_plucked-acoustic_instruments.wav	039H
661	vocal_imitations/00736_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/264_263Sounds of things_Vehicle_Motor vehicle (road)_Emergency vehicle_Fire engine_fire truck (siren).wav	039H
662	vocal_imitations/00737_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/505_203-telephone_ringing-everyday.wav	039H
663	vocal_imitations/00738_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/072_071Human sounds_Respiratory sounds_Sniff.wav	039H
664	vocal_imitations/00739_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/162_161Sounds of things_Alarm_Telephone_Cellphone buzz_vibrating alert.wav	039H
665	vocal_imitations/00740_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/512_210-trombone-acoustic_instruments.wav	039H
666	vocal_imitations/00741_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/391_089-helicopter_flying-everyday.wav	039H
667	vocal_imitations/00742_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/402_100-machine_gun_firing-everyday.wav	039H
668	vocal_imitations/00743_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/440_138-rain_falling-everyday.wav	039H
669	vocal_imitations/00744_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/402_100-machine_gun_firing-everyday.wav	039H
670	vocal_imitations/00745_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/127_126Music_Musical instrument_Plucked string instrument_Sitar.wav	039H
671	vocal_imitations/00746_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/350_048-crash_cymbal_hit_with_a_stick-acoustic_instruments.wav	039H
672	vocal_imitations/00747_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/053_052Human sounds_Human voice_Groan.wav	039H
673	vocal_imitations/00748_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/341_039-church_bells_ringing-everyday.wav	039H
674	vocal_imitations/00749_039Human sounds_Digestive_Hiccup.wav	sound_recordings/040_039Human sounds_Digestive_Hiccup.wav	sound_recordings/415_113-nose_blowing-everyday.wav	039H
675	vocal_imitations/00750_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	040H
676	vocal_imitations/00751_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/491_189-subsynth_4768-single_synthesizer.wav	040H
677	vocal_imitations/00752_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/361_059-dog_barking-everyday.wav	040H
678	vocal_imitations/00753_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/503_201-tambourine_shake_roll-acoustic_instruments.wav	040H
679	vocal_imitations/00754_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/464_162-subsynth_2007-single_synthesizer.wav	040H
680	vocal_imitations/00755_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/343_041-classic_synth_brass-commercial_synthesizers.wav	040H
681	vocal_imitations/00756_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	040H
682	vocal_imitations/00757_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/188_187Sounds of things_Domestic sounds_home sounds_Scissors.wav	040H
683	vocal_imitations/00758_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/018_017Animal_Livestock_farm animals_working animals_Horse_Snort (horse).wav	040H
684	vocal_imitations/00759_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/190_189Sounds of things_Domestic sounds_home sounds_Sink (filling or washing).wav	040H
685	vocal_imitations/00760_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/372_070-explosion_sounding-everyday.wav	040H
686	vocal_imitations/00761_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/131_130Music_Musical instrument_Singing bowl.wav	040H
687	vocal_imitations/00762_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/201_200Sounds of things_Engine_Engine starting.wav	040H
688	vocal_imitations/00763_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/210_209Sounds of things_Explosion_Eruption.wav	040H
689	vocal_imitations/00764_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/346_044-cork_popping-everyday.wav	040H
690	vocal_imitations/00765_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/091_090Music_Musical instrument_Didgeridoo.wav	040H
691	vocal_imitations/00766_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/479_177-subsynth_2215-single_synthesizer.wav	040H
692	vocal_imitations/00767_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/181_180Sounds of things_Domestic sounds_home sounds_Drawer open or close.wav	040H
693	vocal_imitations/00768_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/041_040Human sounds_Digestive_Stomach rumble.wav	sound_recordings/203_202Sounds of things_Engine_Jet engine.wav	040H
694	vocal_imitations/00769_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/278_277Sounds of things_Vehicle_Rail transport_Train_Train whistle.wav	041H
695	vocal_imitations/00770_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	041H
696	vocal_imitations/00771_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/117_116Music_Musical instrument_Percussion_Tubular bells.wav	041H
697	vocal_imitations/00772_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/050_049Human sounds_Human locomotion_Shuffle.wav	041H
698	vocal_imitations/00773_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/220_219Sounds of things_Liquid_Fill (with liquid).wav	041H
699	vocal_imitations/00774_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/297_296Source_ambiguous sounds_Generic impact sounds_Whip.wav	041H
700	vocal_imitations/00775_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/530_228-waves_breaking-everyday.wav	041H
701	vocal_imitations/00776_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/514_212-trumpet-acoustic_instruments.wav	041H
702	vocal_imitations/00777_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/096_095Music_Musical instrument_Keyboard (musical)_Organ_Hammond organ.wav	041H
703	vocal_imitations/00778_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/060_059Human sounds_Human voice_Shout_Children shouting.wav	041H
704	vocal_imitations/00779_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/187_186Sounds of things_Domestic sounds_home sounds_Packing tape_duct tape.wav	041H
705	vocal_imitations/00780_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/392_090-hihat-acoustic_instruments.wav	041H
706	vocal_imitations/00781_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/452_150-shimmer-commercial_synthesizers.wav	041H
707	vocal_imitations/00782_041Human sounds_Hands_Clapping.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	sound_recordings/485_183-subsynth_2917-single_synthesizer.wav	041H
708	vocal_imitations/00783_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/197_196Sounds of things_Domestic sounds_home sounds_Water tap_faucet.wav	042H
709	vocal_imitations/00784_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/120_119Music_Musical instrument_Plucked string instrument_Guitar_Acoustic guitar.wav	042H
710	vocal_imitations/00785_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/078_077Music_Musical instrument_Bell_Church bell.wav	042H
711	vocal_imitations/00786_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/226_225Sounds of things_Liquid_Squish.wav	042H
712	vocal_imitations/00787_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/077_076Music_Musical instrument_Bell_Chime_Wind chime.wav	042H
713	vocal_imitations/00788_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/067_066Human sounds_Respiratory sounds_Breathing_Gasp.wav	042H
714	vocal_imitations/00789_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/538_236-woman_sneezing-everyday.wav	042H
715	vocal_imitations/00790_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	042H
