	filename	positive_pair	negative_pair	scene_label
479	vocal_imitations/crotale - 6308816928899072.wav	sound_recordings/crotale.wav	sound_recordings/subsynth_9879.wav	crotale
480	vocal_imitations/crotale - 6345856726859776.wav	sound_recordings/crotale.wav	sound_recordings/flute.wav	crotale
481	vocal_imitations/crotale - 6718842021609472.wav	sound_recordings/crotale.wav	sound_recordings/woodblock.wav	crotale
482	vocal_imitations/dark attack bass - 4585545724329984.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/crash_cymbal_mallet_roll.wav	dark attack bass
483	vocal_imitations/dark attack bass - 4619597701447680.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/vibraphone_sustained.wav	dark attack bass
484	vocal_imitations/dark attack bass - 4645557154873344.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/trombone.wav	dark attack bass
485	vocal_imitations/dark attack bass - 4715390638751744.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/vibraphone_bowed.wav	dark attack bass
486	vocal_imitations/dark attack bass - 5145882324369408.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/electrical_interferences.wav	dark attack bass
487	vocal_imitations/dark attack bass - 5380126485250048.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/flute.wav	dark attack bass
488	vocal_imitations/dark attack bass - 5389158935691264.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/morphing_can_drum.wav	dark attack bass
489	vocal_imitations/dark attack bass - 5475043517661184.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/subsynth_2010.wav	dark attack bass
490	vocal_imitations/dark attack bass - 5519951695708160.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/subsynth_2043.wav	dark attack bass
491	vocal_imitations/dark attack bass - 5541502365204480.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/cello_plucked.wav	dark attack bass
492	vocal_imitations/dark attack bass - 5628202185654272.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/soft_shimmer.wav	dark attack bass
493	vocal_imitations/dark attack bass - 5635220564869120.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/alien_discovery.wav	dark attack bass
494	vocal_imitations/dark attack bass - 5652276014219264.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/photon_blast.wav	dark attack bass
495	vocal_imitations/dark attack bass - 5683257223938048.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/subsynth_3388.wav	dark attack bass
496	vocal_imitations/dark attack bass - 5684387337207808.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/subsynth_2198.wav	dark attack bass
497	vocal_imitations/dark attack bass - 6257929216851968.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/ice_synth.wav	dark attack bass
498	vocal_imitations/dark attack bass - 6486072510906368.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/filter_bubble.wav	dark attack bass
499	vocal_imitations/dark attack bass - 6549405561782272.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/subsynth_9879.wav	dark attack bass
500	vocal_imitations/dark attack bass - 6590290429214720.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/cello_bowed.wav	dark attack bass
501	vocal_imitations/dark attack bass - 6599914779836416.wav	sound_recordings/dark_attack_bass.wav	sound_recordings/subsynth_2039.wav	dark attack bass
502	vocal_imitations/dark synth pad - 4800149670854656.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/subsynth_2127.wav	dark synth pad
503	vocal_imitations/dark synth pad - 4811953448943616.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/subsynth_8828.wav	dark synth pad
504	vocal_imitations/dark synth pad - 5008080848814080.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/breathing_cyborg.wav	dark synth pad
505	vocal_imitations/dark synth pad - 5080675459792896.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/subsynth_5548.wav	dark synth pad
506	vocal_imitations/dark synth pad - 5086830013710336.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/horn.wav	dark synth pad
507	vocal_imitations/dark synth pad - 5160787203063808.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/subsynth_3378.wav	dark synth pad
508	vocal_imitations/dark synth pad - 5193568540950528.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/subsynth_2176.wav	dark synth pad
509	vocal_imitations/dark synth pad - 5210696467873792.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/subsynth_5297.wav	dark synth pad
510	vocal_imitations/dark synth pad - 5309137118298112.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/vibraphone_sustained.wav	dark synth pad
511	vocal_imitations/dark synth pad - 5665054615666688.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/mister_frosty.wav	dark synth pad
512	vocal_imitations/dark synth pad - 5679847556775936.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/subsynth_2238.wav	dark synth pad
513	vocal_imitations/dark synth pad - 5728758644342784.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/narrow_timbre.wav	dark synth pad
514	vocal_imitations/dark synth pad - 5795052940951552.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/ghost_in_the_machine.wav	dark synth pad
515	vocal_imitations/dark synth pad - 5869938514329600.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/subsynth_2010.wav	dark synth pad
516	vocal_imitations/dark synth pad - 6207051034263552.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/morphing_can_drum.wav	dark synth pad
517	vocal_imitations/dark synth pad - 6223715507372032.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/subsynth_2215.wav	dark synth pad
518	vocal_imitations/dark synth pad - 6273632556810240.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/dissonant_bells.wav	dark synth pad
519	vocal_imitations/dark synth pad - 6276878075691008.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/vibraphone_bowed.wav	dark synth pad
520	vocal_imitations/dark synth pad - 6594930470289408.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/spacecraft_engine.wav	dark synth pad
521	vocal_imitations/dark synth pad - 6598346043031552.wav	sound_recordings/dark_synth_pad.wav	sound_recordings/dark_synth_pad.wav	dark synth pad
522	vocal_imitations/dissonant bells - 4700645344935936.wav	sound_recordings/dissonant_bells.wav	sound_recordings/metaloid.wav	dissonant bells
523	vocal_imitations/dissonant bells - 4815031732535296.wav	sound_recordings/dissonant_bells.wav	sound_recordings/mister_frosty.wav	dissonant bells
524	vocal_imitations/dissonant bells - 5117695527747584.wav	sound_recordings/dissonant_bells.wav	sound_recordings/euro_hook.wav	dissonant bells
525	vocal_imitations/dissonant bells - 5198382796636160.wav	sound_recordings/dissonant_bells.wav	sound_recordings/classic_synth_brass.wav	dissonant bells
526	vocal_imitations/dissonant bells - 5209171217612800.wav	sound_recordings/dissonant_bells.wav	sound_recordings/subsynth_3378.wav	dissonant bells
527	vocal_imitations/dissonant bells - 5389799825342464.wav	sound_recordings/dissonant_bells.wav	sound_recordings/violin_plucked.wav	dissonant bells
528	vocal_imitations/dissonant bells - 5465605998116864.wav	sound_recordings/dissonant_bells.wav	sound_recordings/crash_cymbal_choked.wav	dissonant bells
529	vocal_imitations/dissonant bells - 5590612095008768.wav	sound_recordings/dissonant_bells.wav	sound_recordings/bassoon.wav	dissonant bells
530	vocal_imitations/dissonant bells - 5597632219054080.wav	sound_recordings/dissonant_bells.wav	sound_recordings/subsynth_2215.wav	dissonant bells
531	vocal_imitations/dissonant bells - 5698495231033344.wav	sound_recordings/dissonant_bells.wav	sound_recordings/hihat.wav	dissonant bells
532	vocal_imitations/dissonant bells - 5711898079133696.wav	sound_recordings/dissonant_bells.wav	sound_recordings/sparkle_motion.wav	dissonant bells
533	vocal_imitations/dissonant bells - 5764192258752512.wav	sound_recordings/dissonant_bells.wav	sound_recordings/shimmer.wav	dissonant bells
534	vocal_imitations/dissonant bells - 5779311617376256.wav	sound_recordings/dissonant_bells.wav	sound_recordings/little_summer_boy.wav	dissonant bells
535	vocal_imitations/dissonant bells - 5915254714269696.wav	sound_recordings/dissonant_bells.wav	sound_recordings/alien_discovery.wav	dissonant bells
536	vocal_imitations/dissonant bells - 6017340718186496.wav	sound_recordings/dissonant_bells.wav	sound_recordings/bass_plucked.wav	dissonant bells
537	vocal_imitations/dissonant bells - 6134381127139328.wav	sound_recordings/dissonant_bells.wav	sound_recordings/needle_strings.wav	dissonant bells
538	vocal_imitations/dissonant bells - 6141784174362624.wav	sound_recordings/dissonant_bells.wav	sound_recordings/trombone.wav	dissonant bells
539	vocal_imitations/dissonant bells - 6582036038942720.wav	sound_recordings/dissonant_bells.wav	sound_recordings/bassoon.wav	dissonant bells
540	vocal_imitations/dissonant bells - 6608442303184896.wav	sound_recordings/dissonant_bells.wav	sound_recordings/subsynth_2215.wav	dissonant bells
541	vocal_imitations/dissonant bells - 6751991652941824.wav	sound_recordings/dissonant_bells.wav	sound_recordings/bullet_time.wav	dissonant bells
542	vocal_imitations/electrical interferences - 4696172807585792.wav	sound_recordings/electrical_interferences.wav	sound_recordings/xylophone.wav	electrical interferences
543	vocal_imitations/electrical interferences - 4855517168009216.wav	sound_recordings/electrical_interferences.wav	sound_recordings/marble_in_a_glass_bowl.wav	electrical interferences
544	vocal_imitations/electrical interferences - 4904670921228288.wav	sound_recordings/electrical_interferences.wav	sound_recordings/shimmer.wav	electrical interferences
545	vocal_imitations/electrical interferences - 4914495122046976.wav	sound_recordings/electrical_interferences.wav	sound_recordings/guiro.wav	electrical interferences
546	vocal_imitations/electrical interferences - 5177139351519232.wav	sound_recordings/electrical_interferences.wav	sound_recordings/subsynth_2003.wav	electrical interferences
547	vocal_imitations/electrical interferences - 5209427170820096.wav	sound_recordings/electrical_interferences.wav	sound_recordings/subsynth_4768.wav	electrical interferences
548	vocal_imitations/electrical interferences - 5417782611017728.wav	sound_recordings/electrical_interferences.wav	sound_recordings/subsynth_2007.wav	electrical interferences
549	vocal_imitations/electrical interferences - 5585944539299840.wav	sound_recordings/electrical_interferences.wav	sound_recordings/subsynth_2248.wav	electrical interferences
550	vocal_imitations/electrical interferences - 5604037089034240.wav	sound_recordings/electrical_interferences.wav	sound_recordings/alto_sax.wav	electrical interferences
551	vocal_imitations/electrical interferences - 5691902590451712.wav	sound_recordings/electrical_interferences.wav	sound_recordings/chinese_cymbal_hit_with_a_stick.wav	electrical interferences
552	vocal_imitations/electrical interferences - 5710525031776256.wav	sound_recordings/electrical_interferences.wav	sound_recordings/anti_matter_clouds.wav	electrical interferences
553	vocal_imitations/electrical interferences - 5715921523965952.wav	sound_recordings/electrical_interferences.wav	sound_recordings/subsynth_2009.wav	electrical interferences
554	vocal_imitations/electrical interferences - 5785144048746496.wav	sound_recordings/electrical_interferences.wav	sound_recordings/guitar.wav	electrical interferences
555	vocal_imitations/electrical interferences - 5822161298128896.wav	sound_recordings/electrical_interferences.wav	sound_recordings/clarinet.wav	electrical interferences
556	vocal_imitations/electrical interferences - 5920696437833728.wav	sound_recordings/electrical_interferences.wav	sound_recordings/classic_synth_brass.wav	electrical interferences
557	vocal_imitations/electrical interferences - 5922420330332160.wav	sound_recordings/electrical_interferences.wav	sound_recordings/xylophone.wav	electrical interferences
558	vocal_imitations/electrical interferences - 5963862335553536.wav	sound_recordings/electrical_interferences.wav	sound_recordings/subsynth_2013.wav	electrical interferences
559	vocal_imitations/electrical interferences - 5973564264022016.wav	sound_recordings/electrical_interferences.wav	sound_recordings/subsynth_2002.wav	electrical interferences
560	vocal_imitations/electrical interferences - 6084034044100608.wav	sound_recordings/electrical_interferences.wav	sound_recordings/classic_synth_brass.wav	electrical interferences
561	vocal_imitations/electrical interferences - 6674291399589888.wav	sound_recordings/electrical_interferences.wav	sound_recordings/trumpet.wav	electrical interferences
562	vocal_imitations/euro hook - 4707429916868608.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_2222.wav	euro hook
563	vocal_imitations/euro hook - 4747749459230720.wav	sound_recordings/euro_hook.wav	sound_recordings/metaloid.wav	euro hook
564	vocal_imitations/euro hook - 4866830648737792.wav	sound_recordings/euro_hook.wav	sound_recordings/electrical_interferences.wav	euro hook
565	vocal_imitations/euro hook - 4911260206366720.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_2078.wav	euro hook
566	vocal_imitations/euro hook - 4956470911172608.wav	sound_recordings/euro_hook.wav	sound_recordings/chinese_cymbal_hit_with_a_stick.wav	euro hook
567	vocal_imitations/euro hook - 5109641792978944.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_8828.wav	euro hook
568	vocal_imitations/euro hook - 5188580070653952.wav	sound_recordings/euro_hook.wav	sound_recordings/trumpet.wav	euro hook
569	vocal_imitations/euro hook - 5247840418791424.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_2176.wav	euro hook
570	vocal_imitations/euro hook - 5391468554354688.wav	sound_recordings/euro_hook.wav	sound_recordings/bamboo_air_strings.wav	euro hook
571	vocal_imitations/euro hook - 5439632586047488.wav	sound_recordings/euro_hook.wav	sound_recordings/feedback.wav	euro hook
572	vocal_imitations/euro hook - 5488914785632256.wav	sound_recordings/euro_hook.wav	sound_recordings/tuba.wav	euro hook
573	vocal_imitations/euro hook - 5684793748488192.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_8074.wav	euro hook
574	vocal_imitations/euro hook - 5750159526854656.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_4708.wav	euro hook
575	vocal_imitations/euro hook - 5954784519520256.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_2208.wav	euro hook
576	vocal_imitations/euro hook - 5967400449081344.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_1768.wav	euro hook
577	vocal_imitations/euro hook - 5971082980884480.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_2078.wav	euro hook
578	vocal_imitations/euro hook - 5993643638784000.wav	sound_recordings/euro_hook.wav	sound_recordings/alto_sax.wav	euro hook
579	vocal_imitations/euro hook - 6074229707505664.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_4768.wav	euro hook
580	vocal_imitations/euro hook - 6589487270330368.wav	sound_recordings/euro_hook.wav	sound_recordings/air_machine.wav	euro hook
581	vocal_imitations/euro hook - 6638845034496000.wav	sound_recordings/euro_hook.wav	sound_recordings/subsynth_2010.wav	euro hook
582	vocal_imitations/feedback - 4594248804466688.wav	sound_recordings/feedback.wav	sound_recordings/shadowland_highs.wav	feedback
583	vocal_imitations/feedback - 4734473044230144.wav	sound_recordings/feedback.wav	sound_recordings/dark_attack_bass.wav	feedback
584	vocal_imitations/feedback - 4760703080595456.wav	sound_recordings/feedback.wav	sound_recordings/reversed_envelope.wav	feedback
585	vocal_imitations/feedback - 4843116389466112.wav	sound_recordings/feedback.wav	sound_recordings/piano.wav	feedback
586	vocal_imitations/feedback - 4996333576388608.wav	sound_recordings/feedback.wav	sound_recordings/subsynth_9879.wav	feedback
587	vocal_imitations/feedback - 5026134206971904.wav	sound_recordings/feedback.wav	sound_recordings/subsynth_2010.wav	feedback
588	vocal_imitations/feedback - 5034682265632768.wav	sound_recordings/feedback.wav	sound_recordings/trombone.wav	feedback
589	vocal_imitations/feedback - 5163799048880128.wav	sound_recordings/feedback.wav	sound_recordings/subsynth_2009.wav	feedback
590	vocal_imitations/feedback - 5200909848018944.wav	sound_recordings/feedback.wav	sound_recordings/subsynth_2217.wav	feedback
591	vocal_imitations/feedback - 5242690216132608.wav	sound_recordings/feedback.wav	sound_recordings/subsynth_9879.wav	feedback
592	vocal_imitations/feedback - 5591515111882752.wav	sound_recordings/feedback.wav	sound_recordings/subsynth_2208.wav	feedback
593	vocal_imitations/feedback - 5675983562604544.wav	sound_recordings/feedback.wav	sound_recordings/dark_synth_pad.wav	feedback
594	vocal_imitations/feedback - 5706460650536960.wav	sound_recordings/feedback.wav	sound_recordings/subsynth_2010.wav	feedback
595	vocal_imitations/feedback - 5943545663848448.wav	sound_recordings/feedback.wav	sound_recordings/subsynth_4768.wav	feedback
596	vocal_imitations/feedback - 6008822053208064.wav	sound_recordings/feedback.wav	sound_recordings/cello_plucked.wav	feedback
597	vocal_imitations/feedback - 6268671466930176.wav	sound_recordings/feedback.wav	sound_recordings/bass_bowed.wav	feedback
598	vocal_imitations/feedback - 6275404901908480.wav	sound_recordings/feedback.wav	sound_recordings/electrical_interferences.wav	feedback
599	vocal_imitations/feedback - 6403554377990144.wav	sound_recordings/feedback.wav	sound_recordings/feedback.wav	feedback
600	vocal_imitations/feedback - 6485407327846400.wav	sound_recordings/feedback.wav	sound_recordings/anti_matter_clouds.wav	feedback
601	vocal_imitations/feedback - 6587923902234624.wav	sound_recordings/feedback.wav	sound_recordings/flute.wav	feedback
602	vocal_imitations/filter bubble - 4628856174542848.wav	sound_recordings/filter_bubble.wav	sound_recordings/guiro.wav	filter bubble
603	vocal_imitations/filter bubble - 5060890156072960.wav	sound_recordings/filter_bubble.wav	sound_recordings/subsynth_2078.wav	filter bubble
604	vocal_imitations/filter bubble - 5084485095784448.wav	sound_recordings/filter_bubble.wav	sound_recordings/subsynth_2013.wav	filter bubble
605	vocal_imitations/filter bubble - 5100994950070272.wav	sound_recordings/filter_bubble.wav	sound_recordings/tambourine.wav	filter bubble
606	vocal_imitations/filter bubble - 5197868474302464.wav	sound_recordings/filter_bubble.wav	sound_recordings/subsynth_2043.wav	filter bubble
607	vocal_imitations/filter bubble - 5415948123111424.wav	sound_recordings/filter_bubble.wav	sound_recordings/crash_cymbal_mallet_roll.wav	filter bubble
608	vocal_imitations/filter bubble - 5436325058576384.wav	sound_recordings/filter_bubble.wav	sound_recordings/subsynth_2003.wav	filter bubble
609	vocal_imitations/filter bubble - 5574613341831168.wav	sound_recordings/filter_bubble.wav	sound_recordings/ghost_in_the_machine.wav	filter bubble
610	vocal_imitations/filter bubble - 5636166665633792.wav	sound_recordings/filter_bubble.wav	sound_recordings/piano.wav	filter bubble
611	vocal_imitations/filter bubble - 5731134298128384.wav	sound_recordings/filter_bubble.wav	sound_recordings/hihat.wav	filter bubble
612	vocal_imitations/filter bubble - 5753177815121920.wav	sound_recordings/filter_bubble.wav	sound_recordings/subsynth_2043.wav	filter bubble
613	vocal_imitations/filter bubble - 5809491144605696.wav	sound_recordings/filter_bubble.wav	sound_recordings/subsynth_2917.wav	filter bubble
614	vocal_imitations/filter bubble - 6175911044972544.wav	sound_recordings/filter_bubble.wav	sound_recordings/chinese_cymbal_hit_with_a_stick.wav	filter bubble
615	vocal_imitations/filter bubble - 6200357998821376.wav	sound_recordings/filter_bubble.wav	sound_recordings/filter_bubble.wav	filter bubble
616	vocal_imitations/filter bubble - 6253171332612096.wav	sound_recordings/filter_bubble.wav	sound_recordings/marble_in_a_glass_bowl.wav	filter bubble
617	vocal_imitations/filter bubble - 6267930585071616.wav	sound_recordings/filter_bubble.wav	sound_recordings/subsynth_2222.wav	filter bubble
618	vocal_imitations/filter bubble - 6288587767152640.wav	sound_recordings/filter_bubble.wav	sound_recordings/crotale.wav	filter bubble
619	vocal_imitations/filter bubble - 6295925584560128.wav	sound_recordings/filter_bubble.wav	sound_recordings/tambourine.wav	filter bubble
620	vocal_imitations/filter bubble - 6341095487176704.wav	sound_recordings/filter_bubble.wav	sound_recordings/shadowland_highs.wav	filter bubble
621	vocal_imitations/filter bubble - 6457259588583424.wav	sound_recordings/filter_bubble.wav	sound_recordings/triangle.wav	filter bubble
622	vocal_imitations/flute - 4532194714320896.wav	sound_recordings/flute.wav	sound_recordings/crash_cymbal_mallet_roll.wav	flute
623	vocal_imitations/flute - 4637234581995520.wav	sound_recordings/flute.wav	sound_recordings/crash_cymbal_mallet_roll.wav	flute
624	vocal_imitations/flute - 4746248502378496.wav	sound_recordings/flute.wav	sound_recordings/bamboo_air_strings.wav	flute
625	vocal_imitations/flute - 4844130135965696.wav	sound_recordings/flute.wav	sound_recordings/dark_attack_bass.wav	flute
626	vocal_imitations/flute - 4858524181987328.wav	sound_recordings/flute.wav	sound_recordings/subsynth_2215.wav	flute
627	vocal_imitations/flute - 4931975638941696.wav	sound_recordings/flute.wav	sound_recordings/subsynth_2039.wav	flute
628	vocal_imitations/flute - 5082290233278464.wav	sound_recordings/flute.wav	sound_recordings/marimba_hit_with_a_rubber_mallet.wav	flute
629	vocal_imitations/flute - 5178693592809472.wav	sound_recordings/flute.wav	sound_recordings/euro_hook.wav	flute
630	vocal_imitations/flute - 5239388996894720.wav	sound_recordings/flute.wav	sound_recordings/subsynth_2447.wav	flute
631	vocal_imitations/flute - 5305177426886656.wav	sound_recordings/flute.wav	sound_recordings/bass_plucked.wav	flute
632	vocal_imitations/flute - 5314952906670080.wav	sound_recordings/flute.wav	sound_recordings/subsynth_3388.wav	flute
633	vocal_imitations/flute - 5598384912072704.wav	sound_recordings/flute.wav	sound_recordings/chinese_cymbal_hit_with_a_stick.wav	flute
634	vocal_imitations/flute - 5649389796196352.wav	sound_recordings/flute.wav	sound_recordings/subsynth_2222.wav	flute
635	vocal_imitations/flute - 5694209793196032.wav	sound_recordings/flute.wav	sound_recordings/subsynth_2039.wav	flute
636	vocal_imitations/flute - 5729851042430976.wav	sound_recordings/flute.wav	sound_recordings/subsynth_2010.wav	flute
637	vocal_imitations/flute - 5939709721182208.wav	sound_recordings/flute.wav	sound_recordings/orbit_station.wav	flute
638	vocal_imitations/flute - 6059377173725184.wav	sound_recordings/flute.wav	sound_recordings/mister_frosty.wav	flute
639	vocal_imitations/freaky moonlight - 5197181816406016.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/thaigong.wav	freaky moonlight
640	vocal_imitations/freaky moonlight - 5437447118782464.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/crash_cymbal_hit_with_a_stick.wav	freaky moonlight
641	vocal_imitations/freaky moonlight - 4659986097504256.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/dark_synth_pad.wav	freaky moonlight
642	vocal_imitations/freaky moonlight - 5761675273699328.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/soft_shimmer.wav	freaky moonlight
643	vocal_imitations/freaky moonlight - 5127649919762432.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/subsynth_374.wav	freaky moonlight
644	vocal_imitations/freaky moonlight - 6108137937436672.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/subsynth_2447.wav	freaky moonlight
645	vocal_imitations/freaky moonlight - 5296557695959040.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/guiro.wav	freaky moonlight
646	vocal_imitations/freaky moonlight - 4933216884490240.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/subsynth_4768.wav	freaky moonlight
647	vocal_imitations/freaky moonlight - 6282022506987520.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/subsynth_2003.wav	freaky moonlight
648	vocal_imitations/freaky moonlight - 6166987042455552.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/air_machine.wav	freaky moonlight
649	vocal_imitations/freaky moonlight - 5803067215708160.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/shadowland_highs.wav	freaky moonlight
650	vocal_imitations/freaky moonlight - 5989406787764224.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/subsynth_2447.wav	freaky moonlight
651	vocal_imitations/freaky moonlight - 5012920740085760.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/crotale.wav	freaky moonlight
652	vocal_imitations/freaky moonlight - 5977543685439488.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/soft_shimmer.wav	freaky moonlight
653	vocal_imitations/freaky moonlight - 6573625956106240.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/freaky_moonlight.wav	freaky moonlight
654	vocal_imitations/freaky moonlight - 5364765937369088.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/filter_bubble.wav	freaky moonlight
655	vocal_imitations/freaky moonlight - 5630441608445952.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/dark_attack_bass.wav	freaky moonlight
656	vocal_imitations/freaky moonlight - 6211261712826368.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/bass_plucked.wav	freaky moonlight
657	vocal_imitations/freaky moonlight - 4650786814427136.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/subsynth_5940.wav	freaky moonlight
658	vocal_imitations/freaky moonlight - 4751110271139840.wav	sound_recordings/freaky_moonlight.wav	sound_recordings/subsynth_3388.wav	freaky moonlight
659	vocal_imitations/ghost in the machine - 4721298232049664.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/spacecraft_engine.wav	ghost in the machine
660	vocal_imitations/ghost in the machine - 4829164859293696.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/slow_warm_swells.wav	ghost in the machine
661	vocal_imitations/ghost in the machine - 4868030018355200.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/subsynth_8828.wav	ghost in the machine
662	vocal_imitations/ghost in the machine - 4928412963569664.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/filter_bubble.wav	ghost in the machine
663	vocal_imitations/ghost in the machine - 5023702450176000.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/cello_bowed.wav	ghost in the machine
664	vocal_imitations/ghost in the machine - 5098184967716864.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/soft_shimmer.wav	ghost in the machine
665	vocal_imitations/ghost in the machine - 5420876061212672.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/hihat.wav	ghost in the machine
666	vocal_imitations/ghost in the machine - 5565111263559680.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/woodblock.wav	ghost in the machine
667	vocal_imitations/ghost in the machine - 5668515822436352.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/tambourine.wav	ghost in the machine
668	vocal_imitations/ghost in the machine - 5735865741475840.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/guitar.wav	ghost in the machine
669	vocal_imitations/ghost in the machine - 5778683344191488.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/castanet.wav	ghost in the machine
670	vocal_imitations/ghost in the machine - 5917566883069952.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/breathing_cyborg.wav	ghost in the machine
671	vocal_imitations/ghost in the machine - 6071992432197632.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/subsynth_2917.wav	ghost in the machine
672	vocal_imitations/ghost in the machine - 6085673782083584.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/subsynth_1768.wav	ghost in the machine
673	vocal_imitations/ghost in the machine - 6090966121316352.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/synth_metallic_stars.wav	ghost in the machine
674	vocal_imitations/ghost in the machine - 6187818707582976.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/tuba.wav	ghost in the machine
675	vocal_imitations/ghost in the machine - 6206817092763648.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/orchestra_bells.wav	ghost in the machine
676	vocal_imitations/ghost in the machine - 6234857592061952.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/castanet.wav	ghost in the machine
677	vocal_imitations/ghost in the machine - 6290223612821504.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/subsynth_2917.wav	ghost in the machine
678	vocal_imitations/ghost in the machine - 6332928875298816.wav	sound_recordings/ghost_in_the_machine.wav	sound_recordings/guiro.wav	ghost in the machine
679	vocal_imitations/guiro - 5700866052980736.wav	sound_recordings/guiro.wav	sound_recordings/subsynth_3997.wav	guiro
680	vocal_imitations/guiro - 4802704639524864.wav	sound_recordings/guiro.wav	sound_recordings/reversed_envelope.wav	guiro
681	vocal_imitations/guiro - 5683887510388736.wav	sound_recordings/guiro.wav	sound_recordings/subsynth_2043.wav	guiro
682	vocal_imitations/guiro - 5992986643005440.wav	sound_recordings/guiro.wav	sound_recordings/subsynth_3378.wav	guiro
